reference,company_reference,date,internal_value,n_assets,mail_group_spf__sev_total_cnt_INFO,mail_group_spf__sev_total_cnt_LOW,mail_group_spf__sev_total_cnt_MEDIUM,mail_group_spf__sev_total_cnt_HIGH,mail_group_dmarc__sev_total_cnt_INFO,mail_group_dmarc__sev_total_cnt_LOW,mail_group_dmarc__sev_total_cnt_MEDIUM,mail_group_dmarc__sev_total_cnt_HIGH,synth_feature_00,synth_feature_01,synth_feature_02,synth_feature_03,synth_feature_04,synth_feature_05,synth_feature_06,synth_feature_07,synth_feature_08,synth_feature_09,synth_feature_10,synth_feature_11,synth_feature_12,synth_feature_13,synth_feature_14,synth_feature_15,synth_feature_16,synth_feature_17,synth_feature_18,synth_feature_19,synth_feature_20,synth_feature_21,synth_feature_22,synth_feature_23,synth_feature_24,synth_feature_25,synth_feature_26,synth_feature_27,synth_feature_28,synth_feature_29,synth_feature_30,synth_feature_31,synth_feature_32,synth_feature_33,synth_feature_34,synth_feature_35,synth_feature_36,synth_feature_37,synth_feature_38,synth_feature_39
synth-org-0000-snap-000,synth-org-0000,2024-01-01,39.182,220.0,31.0,8.0,5.0,20.0,21.0,11.0,16.0,2.0,0.49304065553355614,1.336756950873962,-2.1532400856748333,-1.4779706681110905,9.301952280339417,-8.92162591799907,-2.486861317213729,1.082584417367386,-2.304070786643817,9.830586633525769,1.9231109780244153,-1.5993906808433564,-2.3595886962825916,14.942856683835483,25.96257664899884,-1.9651190044921536,-35.65044537060554,-12.871793330805792,13.868317400649817,2.7319463231671817,-11.966355794817336,-16.32203229364969,25.796959407614,43.020936912865125,-2.9948288067322064,33.6381059476926,21.643084762727383,-33.88523784084743,-57.83653065934413,14.295159306444209,-44.102279596548236,-32.74120965169133,-27.296697736289584,32.445998560205545,-8.55690706062643,8.336991965745366,-54.295249203086044,-43.50330018671651,35.36644973366697,67.81397925909542
synth-org-0000-snap-001,synth-org-0000,2024-01-31,39.947,224.0,31.0,8.0,5.0,20.0,21.0,7.0,10.0,1.0,-0.18461742743622386,0.1536036386603917,-1.1147998087988147,4.192629606509553,-0.38476569013891326,-3.1147503036316966,4.47060828380113,-7.4370046205200655,-5.983500176501118,20.939776687439068,0.2186745243084128,8.65798926405626,-12.654139957340083,-0.7135454910129958,-27.60316888168079,12.608992513111774,24.62673810803562,-15.508215375725479,-26.960820958264367,31.35409065887616,33.74617005499767,-16.265687666386935,8.880815242717311,19.99919406735826,-8.148776023456797,-14.11088126305922,4.653635592460822,37.76934680726263,-14.879832126974545,4.221067131585666,-16.143551252548487,-11.730921354086023,-24.102580359761543,29.89804476256483,18.910347738171012,6.863282706526206,-43.068654402129326,-5.024865066092934,-16.11213746930926,-39.905799694832155
synth-org-0000-snap-002,synth-org-0000,2024-03-01,39.209,223.0,31.0,8.0,5.0,20.0,21.0,7.0,10.0,1.0,0.41914173079678424,0.11420933147943609,-0.8365631214622029,3.5465631263962227,0.29998458750682644,4.12437650878984,-10.909229909094659,-5.9080838622446565,-0.8739798012204837,10.469257915653225,7.970368320740705,-1.6697371739709332,15.36324740761449,-8.130065558338663,-20.090866196938368,9.784195474776695,-11.829263820071054,-5.248197928443173,-2.0080503501794253,-32.56778951165358,27.056333093396532,9.77492380866347,16.368651942019063,32.60202749252694,16.759855127796854,7.985998630711004,-10.620310840747607,33.30688445695986,4.538441342004373,-31.595710117804824,-11.691108361810223,15.124572901688959,-38.163618612190184,-25.945723508010012,-14.464435816493632,7.039871786345434,-14.759559318849702,-58.317309442419344,52.109881370700464,63.91639147727859
synth-org-0000-snap-003,synth-org-0000,2024-03-31,39.967,224.0,31.0,8.0,5.0,20.0,17.0,2.0,5.0,0.0,-1.3011220344499768,-0.5234961219414319,-0.6448754898531788,-2.543703976455213,10.138086296370027,3.56226990988665,3.6672224342663338,-0.8471044778536306,-14.703360014848377,-6.532357186678805,15.139282411758776,10.475805076709424,7.547294473232093,-15.56626127250346,24.641594123240452,-1.2023076869276084,10.928017959558073,-28.878487627847946,-26.39282597151801,6.999535761841794,18.748865049111725,-6.649016991812552,22.28005844715476,36.57711449981414,0.9762541002814582,3.8701277778390812,5.342408592051853,28.49118057690734,40.9365723285252,14.276673497815755,6.710857362277476,-24.279186676286336,34.21215410387875,-14.378231335762502,9.493773859041891,61.331510686090105,-33.173271791050915,5.795998077705653,-69.13416633203884,39.83506885368178
synth-org-0000-snap-004,synth-org-0000,2024-04-30,42.593,228.0,31.0,8.0,5.0,20.0,14.0,0.0,0.0,0.0,1.1932128439412344,-1.8583129213099288,0.3271780289881623,2.3509362314729945,-9.773969056615563,3.8991014101549717,-3.797028512172923,0.8524344020893475,6.1787903442018575,10.893425834936398,-3.3194785777881473,-15.39066241954129,7.679179497332648,-6.574782642648632,-6.56144243401574,1.0422670523740853,11.241512122740167,10.55616698360225,27.937155516606115,20.159567940933517,-18.463694124598526,-16.934273786126365,-25.32629443560221,-8.462743526677261,15.943010834296897,-8.438162732236831,-24.36249671448137,-16.875474555165663,-27.19734506868711,27.54172925050155,15.276115187502507,0.2105633318306139,-2.662503854003319,-82.10145493742664,57.556510350824205,-66.44970410155247,-14.744028073338427,32.533051751739,-3.084641926462454,-62.10964952543491
synth-org-0000-snap-005,synth-org-0000,2024-05-30,43.223,232.0,31.0,8.0,5.0,20.0,14.0,0.0,0.0,0.0,0.5702781635296682,1.217442371905696,0.5923061025829959,-4.954911396442361,6.121550153951003,-1.4401420313873035,0.2560236032067409,-14.296672760285418,14.327366572507223,-10.994717532174153,-16.998623287027222,-7.186639501295092,-19.535909146945002,16.45920211131679,17.416949511217943,23.772665618553955,14.940270158181677,2.1670964108736177,-5.265532351630687,8.857477608266802,23.538888729915158,-7.440956684902121,18.46775052453294,28.428189994641215,34.33158778816897,-37.97821684989469,18.079247908474088,-49.29226914080531,-2.4385595871932595,28.982044305629664,-13.794924727553383,-13.342077556115491,69.45842642927128,-47.918676401299216,38.042165608015914,-50.90423196585939,43.49100727115627,-8.84508690353783,34.76209105070344,59.3987304124106
synth-org-0000-snap-006,synth-org-0000,2024-06-29,42.265,231.0,31.0,8.0,5.0,20.0,13.0,0.0,0.0,0.0,-0.8598622748064891,-0.8124784944229543,-0.021029030636572965,2.8852371766463496,5.258397687048974,-0.19559686015101985,6.9961250072616465,-3.216751331036801,7.3553749995301825,15.625828286227225,0.7302622988687502,13.674191521690927,3.588314910023751,12.453418235004001,-13.026935947225125,14.32426379284274,-1.5331692719685461,-27.299673244926357,1.3444965911366356,-30.672119301121754,-16.166709669952006,-21.233095512321064,20.67831956783789,-30.4136113679519,-15.158212824465153,-16.465372645686095,-77.39843758104031,42.54675212459236,28.257509865113366,-31.15086752828943,13.153009163103372,15.125593873723975,-21.230249568386544,12.77117119546296,33.39054159622446,-3.5440881456915116,-60.41718708991258,-31.266098553573567,0.6598284898442278,8.162665717934189
synth-org-0000-snap-007,synth-org-0000,2024-07-29,42.959,230.0,31.0,8.0,5.0,20.0,12.0,0.0,0.0,0.0,0.004966919791736998,-2.281682184443278,-1.5234695073539584,0.9733249685589974,-1.1495927554359044,3.1554187464779453,-1.8527558483333413,6.586937188038419,5.437595392056472,3.524279519364985,-6.361748190391166,4.425975007096265,-7.00614675425817,-4.086784966193057,17.365003779343294,8.713509362123215,0.9413372353043723,8.218061805772399,0.6433519022606157,5.137014442988283,-18.746028083667667,9.618204951948023,43.44829704361026,-19.280768117538617,-31.062762547318368,2.6089805311027043,-9.001180387303902,-44.59231736118553,-19.927463288898768,30.28066194148286,61.370319301342576,36.68401337653161,-16.70233917366464,-58.4269030518488,-30.19546857151875,20.79863838601377,2.942778485522924,-7.3084605203917565,72.7298137648395,-65.20766890659516
synth-org-0001-snap-000,synth-org-0001,2024-01-01,61.374,20.0,31.0,23.0,18.0,11.0,7.0,19.0,0.0,2.0,1.1111991495563915,0.5527644991526836,3.178949377823173,-3.1432855804555517,-4.508841405281288,5.437756665309322,7.678331076090043,4.156510064693373,3.332240486696225,6.944114097928981,10.153048184864854,0.7244452308333255,2.3280282396653753,-6.4187077301846065,26.898861401523693,3.3014866121103905,29.901869865536945,32.51646846841278,13.98464607890011,-14.370849541060768,17.172965910800507,-0.2223525610248982,-2.3070554007343462,-1.9786283316719404,-4.084372669258651,-40.38957114640104,42.81908551619118,-52.951477126368246,-25.677106823710794,-18.87908628093659,-11.108239041382932,6.838731691103554,21.914474084231546,-52.89669199203892,97.75119181235559,5.891902947419759,21.425736149799015,34.88594542124489,-50.640760062454724,21.459081536008814
synth-org-0001-snap-001,synth-org-0001,2024-01-31,62.563,20.0,31.0,23.0,18.0,11.0,7.0,19.0,0.0,2.0,1.7405596874043558,-1.1967934947310173,-3.7078764834075906,2.197080882025659,8.953664099721152,-1.9581439147936377,-12.285628645171155,1.3200347938286692,-6.3388273667228,-16.615561279286894,10.11048877429131,3.8107370440379285,-16.785097472417604,11.918349953343522,32.68674220079586,-13.861829110772657,-12.722974322672654,-10.718385552891192,-6.3247173234535445,-2.9651993267175056,2.0786867110112164,-31.0268813956081,10.35300014451422,26.122335581347354,36.7385705408967,8.609879451265448,-9.15133675059993,-48.72255194391934,-2.887214139475447,7.683865345321022,-28.49950654333503,-14.57557551000646,41.255988923680164,16.532088050010888,-30.940347827027782,5.966485352589107,-52.48377962917319,95.97288645224103,-32.895598797558684,-12.323261210214419
synth-org-0001-snap-002,synth-org-0001,2024-03-01,63.443,25.0,31.0,18.0,12.0,11.0,1.0,14.0,0.0,0.0,1.602350598180062,-2.92388953372048,0.8227407270416776,8.33763048580749,-4.957106665223186,7.295304000642343,15.835673063061343,-14.027289078921488,-10.545607889550372,-1.6146422968327643,7.007286366994823,3.032133011676658,2.759458748393497,22.86138627656047,0.8965064808282243,-14.907171624074776,-16.054251280765136,4.99399443976754,-2.6557376172172997,13.886080933937034,-33.38922827883268,-8.95123395416271,3.281633971672352,15.405963835422327,-4.815768762171979,28.557807073407744,-19.231467736505618,23.91337261071823,-4.998055708720771,-7.382612751860124,63.98312144968842,40.299863002603125,35.71941140143507,-2.50926838711015,10.66797025880206,-16.642441220174476,39.50212940091622,3.187638115530502,-4.948786096435696,-1.3600932167013955
synth-org-0001-snap-003,synth-org-0001,2024-03-31,65.374,30.0,31.0,18.0,12.0,11.0,1.0,14.0,0.0,0.0,0.6906618767518132,-1.891385443846844,2.113190518367974,0.7947375604830529,-3.082142530693162,-6.0353921165223845,2.159506163494551,-2.988240037608028,-0.30153284441942607,2.704790174308606,-0.6873667540825731,1.7546687092697302,10.664871229245787,29.522222067923707,-23.236613244066124,-7.862116242406962,-14.80046448524781,-15.320641677557148,-32.88544909015426,-9.428984945932266,-32.67615189023383,3.901492627385411,-37.4716232731774,-35.0956414358503,40.35273470915055,-15.575793252178379,5.7684955920278345,-7.57121835041703,26.62390292372688,10.153867678290847,-45.16604358863088,-44.320962370587644,-10.957105232588743,29.80822003468191,58.67635266395439,46.276675470516466,-24.627566501726683,-0.9055674982581895,10.790439112394216,30.207755955896435
synth-org-0001-snap-004,synth-org-0001,2024-04-30,66.589,34.0,31.0,18.0,12.0,11.0,1.0,14.0,0.0,0.0,-0.14214428033978269,1.0773628219066027,3.6706125735583552,5.402305930975037,-2.9289736201257384,-3.5620750551516753,7.420734493752658,-0.2716963625801883,1.5474556635097532,-8.98349374698025,-23.165678930936785,-2.975391163931876,-8.523486499014409,1.646157511395327,-7.538483468628042,10.564184941024687,7.1929953337781845,-1.931282671292382,20.629725068778654,-21.58746856046157,-15.956654382600682,-25.900494686744267,56.71040320587243,61.10000307463487,-13.280815773341843,-1.6238444237707956,-24.653155828133997,6.992284540868968,34.42767437267401,-15.25374255989519,-45.73002050783207,6.505794807121509,5.581923958682152,-90.10575870083956,-34.8447637851699,-11.830571305631508,-10.954291334207372,29.75268294199441,-34.12999774867092,118.011740922933
synth-org-0001-snap-005,synth-org-0001,2024-05-30,67.305,37.0,31.0,18.0,12.0,11.0,1.0,14.0,0.0,0.0,0.48337193614490287,1.4921350484460165,-1.357238975716383,1.409136203714613,3.344868276488635,3.2597544792811517,0.0761672164959995,2.1123552650756534,1.1365325660713994,35.77178836176279,-3.851040699098488,-8.951108223233653,-6.04430133424477,-39.537490523653744,-9.323501236692639,-46.333057362443625,-6.652218140887733,10.315593508451693,-12.623729865421916,-0.9747046150245113,-7.163762757603228,5.9116350874838455,-39.633380852021894,-4.729349371671955,-19.065764292751226,-0.13042771179490156,-12.160386114783922,6.7117464475486415,-10.351501837404992,-40.862838803195984,-59.45728017904215,31.216606486084274,-6.21348805860233,0.00436755462753982,68.71393027867133,-34.96322171569518,0.26552192805277747,-31.48695601853887,7.680918970739063,42.7771982419072
